,Cycle number,Profile number,Phase number,1st sample date,Pressure (dbar),Channel 1 a (Count),Channel 2 (Count)
1807,1,1,5,2021-11-16 23:00:52,3.2,1107.0,4130.0
1808,1,1,5,2021-11-16 23:00:52,3.1,1088.0,4130.0
1809,1,1,5,2021-11-16 23:00:52,3.0,1080.0,4130.0
1810,1,1,5,2021-11-16 23:00:52,2.9,1069.0,4130.0
1811,1,1,5,2021-11-16 23:00:52,2.8,1054.0,4130.0
1812,1,1,5,2021-11-16 23:00:52,2.5,1021.0,4130.0
1813,1,1,5,2021-11-16 23:00:52,2.5,998.0,4130.0
1814,1,1,5,2021-11-16 23:00:52,2.4,984.0,4130.0
1815,1,1,5,2021-11-16 23:00:52,2.2,935.0,4130.0
1816,1,1,5,2021-11-16 23:00:52,2.2,908.0,4130.0
1817,1,1,5,2021-11-16 23:00:52,2.0,861.0,4130.0
1818,1,1,5,2021-11-16 23:00:52,2.0,830.0,4130.0
1819,1,1,5,2021-11-16 23:00:52,1.8,743.0,4130.0
1820,1,1,5,2021-11-16 23:00:52,1.6,1001.0,4130.0
1821,1,1,5,2021-11-16 23:00:52,1.5,1122.0,4130.0
1822,1,1,5,2021-11-16 23:00:52,1.4,1207.0,4130.0
1823,1,1,5,2021-11-16 23:00:52,1.3,1144.0,4130.0
1824,1,1,5,2021-11-16 23:00:52,1.2,1076.0,4130.0
1825,1,1,5,2021-11-16 23:00:52,1.1,976.0,4130.0
1827,1,1,5,2021-11-16 23:00:52,1.1,1176.0,4130.0
1828,1,1,5,2021-11-16 23:01:45,1.1,1210.0,4130.0
1829,1,1,5,2021-11-16 23:01:45,1.2,1204.0,4130.0
1830,1,1,5,2021-11-16 23:01:45,1.2,1204.0,4130.0
1831,1,1,5,2021-11-16 23:01:45,1.2,1203.0,4130.0
1832,1,1,5,2021-11-16 23:01:45,1.2,1198.0,4130.0
1833,1,1,5,2021-11-16 23:01:45,1.3,1203.0,4130.0
1834,1,1,5,2021-11-16 23:01:45,1.3,1202.0,4130.0
1835,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1836,1,1,5,2021-11-16 23:01:45,1.3,1201.0,4130.0
1837,1,1,5,2021-11-16 23:01:45,1.3,1201.0,4130.0
1838,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1839,1,1,5,2021-11-16 23:01:45,1.3,1201.0,4130.0
1840,1,1,5,2021-11-16 23:01:45,1.3,1201.0,4130.0
1841,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1842,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1843,1,1,5,2021-11-16 23:01:45,1.3,1201.0,4130.0
1844,1,1,5,2021-11-16 23:01:45,1.3,1198.0,4130.0
1845,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1846,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1847,1,1,5,2021-11-16 23:01:45,1.3,1200.0,4130.0
1848,1,1,5,2021-11-16 23:01:45,1.3,1199.0,4130.0
1849,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1850,1,1,5,2021-11-16 23:02:32,1.2,1201.0,4130.0
1851,1,1,5,2021-11-16 23:02:32,1.2,1200.0,4130.0
1852,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1853,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1854,1,1,5,2021-11-16 23:02:32,1.3,1199.0,4130.0
1855,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1856,1,1,5,2021-11-16 23:02:32,1.2,1200.0,4130.0
1857,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1858,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1859,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1860,1,1,5,2021-11-16 23:02:32,1.3,1199.0,4130.0
1861,1,1,5,2021-11-16 23:02:32,1.3,1201.0,4130.0
1862,1,1,5,2021-11-16 23:02:32,1.2,1200.0,4130.0
1863,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1864,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1865,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1866,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1867,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1868,1,1,5,2021-11-16 23:02:32,1.3,1199.0,4130.0
1869,1,1,5,2021-11-16 23:02:32,1.3,1200.0,4130.0
1870,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1871,1,1,5,2021-11-16 23:03:20,1.3,1200.0,4130.0
1872,1,1,5,2021-11-16 23:03:20,1.3,1200.0,4130.0
1873,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1874,1,1,5,2021-11-16 23:03:20,1.3,1200.0,4130.0
1875,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1876,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1877,1,1,5,2021-11-16 23:03:20,1.3,1200.0,4130.0
1878,1,1,5,2021-11-16 23:03:20,1.3,1200.0,4130.0
1879,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1880,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1881,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1882,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1883,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1884,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1885,1,1,5,2021-11-16 23:03:20,1.3,1199.0,4130.0
1886,1,1,5,2021-11-16 23:03:20,1.3,1200.0,4130.0
1887,1,1,5,2021-11-16 23:03:20,1.3,1204.0,4130.0
1888,1,1,5,2021-11-16 23:03:20,1.3,1184.0,4130.0
1889,1,1,5,2021-11-16 23:03:20,1.4,1161.0,4130.0
1890,1,1,5,2021-11-16 23:03:20,1.4,1129.0,4130.0
1891,1,1,5,2021-11-16 23:04:08,1.5,1083.0,4130.0
1892,1,1,5,2021-11-16 23:04:08,1.6,1007.0,4130.0
1893,1,1,5,2021-11-16 23:04:08,1.6,719.0,4130.0
1894,1,1,5,2021-11-16 23:04:08,1.7,831.0,4130.0
1895,1,1,5,2021-11-16 23:04:08,1.8,858.0,4130.0
1896,1,1,5,2021-11-16 23:04:08,1.9,900.0,4130.0
1897,1,1,5,2021-11-16 23:04:08,2.0,956.0,4130.0
1898,1,1,5,2021-11-16 23:04:08,2.1,958.0,4130.0
1899,1,1,5,2021-11-16 23:04:08,2.1,996.0,4130.0
1900,1,1,5,2021-11-16 23:04:08,2.2,1037.0,4130.0
1901,1,1,5,2021-11-16 23:04:08,2.3,1047.0,4130.0
1902,1,1,5,2021-11-16 23:04:08,2.4,1059.0,4130.0
1903,1,1,5,2021-11-16 23:04:08,2.4,1098.0,4130.0
1904,1,1,5,2021-11-16 23:04:08,2.6,1099.0,4130.0
1905,1,1,5,2021-11-16 23:04:08,2.6,1130.0,4130.0
1906,1,1,5,2021-11-16 23:04:08,2.6,1120.0,4130.0
1907,1,1,5,2021-11-16 23:04:08,2.8,1148.0,4130.0
1908,1,1,5,2021-11-16 23:04:08,2.9,1162.0,4130.0
1909,1,1,5,2021-11-16 23:04:08,2.9,1191.0,4130.0
1910,1,1,5,2021-11-16 23:04:08,3.0,1199.0,4130.0
1911,1,1,5,2021-11-16 23:04:08,3.2,1221.0,4130.0
1912,1,1,5,2021-11-16 23:04:55,3.2,1248.0,4130.0
1913,1,1,5,2021-11-16 23:04:55,3.3,1281.0,4130.0
1914,1,1,5,2021-11-16 23:04:55,3.4,1308.0,4130.0
1915,1,1,5,2021-11-16 23:04:55,3.4,1354.0,4130.0
1916,1,1,5,2021-11-16 23:04:55,3.5,1369.0,4130.0
1917,1,1,5,2021-11-16 23:04:55,3.5,1349.0,4130.0
1918,1,1,5,2021-11-16 23:04:55,3.6,1380.0,4130.0
1919,1,1,5,2021-11-16 23:04:55,3.7,1349.0,4130.0
1920,1,1,5,2021-11-16 23:04:55,3.7,1396.0,4130.0
1921,1,1,5,2021-11-16 23:04:55,3.9,1340.0,4130.0
1922,1,1,5,2021-11-16 23:04:55,3.9,1351.0,4130.0
1923,1,1,5,2021-11-16 23:04:55,4.0,1356.0,4130.0
1924,1,1,5,2021-11-16 23:04:55,4.1,1353.0,4130.0
1925,1,1,5,2021-11-16 23:04:55,4.2,1368.0,4130.0
1926,1,1,5,2021-11-16 23:04:55,4.4,1349.0,4130.0
1927,1,1,5,2021-11-16 23:04:55,4.5,1335.0,4130.0
1928,1,1,5,2021-11-16 23:04:55,4.6,1337.0,4130.0
1929,1,1,5,2021-11-16 23:04:55,4.7,1324.0,4130.0
1930,1,1,5,2021-11-16 23:04:55,4.9,1318.0,4130.0
1931,1,1,5,2021-11-16 23:04:55,4.9,1310.0,4130.0
1932,1,1,5,2021-11-16 23:04:55,5.0,1338.0,4130.0
1933,1,1,5,2021-11-16 23:05:43,5.1,1320.0,4130.0
1934,1,1,5,2021-11-16 23:05:43,5.2,1329.0,4130.0
1935,1,1,5,2021-11-16 23:05:43,5.4,1311.0,4130.0
1936,1,1,5,2021-11-16 23:05:43,5.5,1313.0,4130.0
1937,1,1,5,2021-11-16 23:05:43,5.5,1333.0,4130.0
1938,1,1,5,2021-11-16 23:05:43,5.6,1092.0,4130.0
1939,1,1,5,2021-11-16 23:05:43,5.6,1024.0,4130.0
1940,1,1,5,2021-11-16 23:05:43,5.6,1129.0,4130.0
1941,1,1,5,2021-11-16 23:05:43,5.6,1215.0,4130.0
1942,1,1,5,2021-11-16 23:05:43,5.6,1202.0,4130.0
1943,1,1,5,2021-11-16 23:05:43,5.6,1209.0,4130.0
1944,1,1,5,2021-11-16 23:05:43,5.6,1214.0,4130.0
1945,1,1,5,2021-11-16 23:05:43,5.6,1214.0,4130.0
1946,1,1,5,2021-11-16 23:05:43,5.6,1215.0,4130.0
1947,1,1,5,2021-11-16 23:05:43,5.6,1214.0,4130.0
1948,1,1,5,2021-11-16 23:05:43,5.6,1214.0,4130.0
1949,1,1,5,2021-11-16 23:05:43,5.6,1213.0,4130.0
1950,1,1,5,2021-11-16 23:05:43,5.6,1215.0,4130.0
1951,1,1,5,2021-11-16 23:05:43,5.6,1213.0,4130.0
1952,1,1,5,2021-11-16 23:05:43,5.6,1213.0,4130.0
1953,1,1,5,2021-11-16 23:05:43,5.6,1213.0,4130.0
1954,1,1,5,2021-11-16 23:06:31,5.6,1214.0,4130.0
1955,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1956,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1957,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1958,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1959,1,1,5,2021-11-16 23:06:31,5.6,1214.0,4130.0
1960,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1961,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1962,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1963,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1964,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1965,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1966,1,1,5,2021-11-16 23:06:31,5.6,1213.0,4130.0
1967,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1968,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1969,1,1,5,2021-11-16 23:06:31,5.6,1211.0,4130.0
1970,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1971,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1972,1,1,5,2021-11-16 23:06:31,5.6,1211.0,4130.0
1973,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1974,1,1,5,2021-11-16 23:06:31,5.6,1212.0,4130.0
1975,1,1,5,2021-11-16 23:07:18,5.6,1213.0,4130.0
1976,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1977,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1978,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1979,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1980,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1981,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1982,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1983,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1984,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1985,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1986,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1987,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1988,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1989,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1990,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1991,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1992,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1993,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1994,1,1,5,2021-11-16 23:07:18,5.6,1211.0,4130.0
1995,1,1,5,2021-11-16 23:07:18,5.6,1212.0,4130.0
1996,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
1997,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
1998,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
1999,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2000,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2001,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2002,1,1,5,2021-11-16 23:08:06,5.6,1212.0,4130.0
2003,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2004,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2005,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2006,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2007,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2008,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2009,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2010,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2011,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2012,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2013,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2014,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2015,1,1,5,2021-11-16 23:08:06,5.6,1210.0,4130.0
2016,1,1,5,2021-11-16 23:08:06,5.6,1211.0,4130.0
2017,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2018,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2019,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2020,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2021,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2022,1,1,5,2021-11-16 23:08:54,5.6,1211.0,4130.0
2023,1,1,5,2021-11-16 23:08:54,5.6,1211.0,4130.0
2024,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2025,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2026,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2027,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2028,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2029,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2030,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2031,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2032,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2033,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2034,1,1,5,2021-11-16 23:08:54,5.6,1210.0,4130.0
2035,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2036,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2037,1,1,5,2021-11-16 23:08:54,5.6,1209.0,4130.0
2038,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2039,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2040,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2041,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2042,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2043,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2044,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2045,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2046,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2047,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2048,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2049,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2050,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2051,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2052,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2053,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2054,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2055,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2056,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2057,1,1,5,2021-11-16 23:09:41,5.6,1209.0,4130.0
2058,1,1,5,2021-11-16 23:09:41,5.6,1210.0,4130.0
2059,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2060,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2061,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2062,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2063,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2064,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2065,1,1,5,2021-11-16 23:10:29,5.6,1208.0,4130.0
2066,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2067,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2068,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2069,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2070,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2071,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2072,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2073,1,1,5,2021-11-16 23:10:29,5.6,1208.0,4130.0
2074,1,1,5,2021-11-16 23:10:29,5.6,1208.0,4130.0
2075,1,1,5,2021-11-16 23:10:29,5.6,1208.0,4130.0
2076,1,1,5,2021-11-16 23:10:29,5.6,1208.0,4130.0
2077,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2078,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2079,1,1,5,2021-11-16 23:10:29,5.6,1209.0,4130.0
2080,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2081,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2082,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2083,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2084,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2085,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2086,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2087,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2088,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2089,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2090,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2091,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2092,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2093,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2094,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2095,1,1,5,2021-11-16 23:11:17,5.6,1209.0,4130.0
2096,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2097,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2098,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2099,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2100,1,1,5,2021-11-16 23:11:17,5.6,1208.0,4130.0
2101,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2102,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2103,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2104,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2105,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2106,1,1,5,2021-11-16 23:12:05,5.6,1207.0,4130.0
2107,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2108,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2109,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2110,1,1,5,2021-11-16 23:12:05,5.6,1209.0,4130.0
2111,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2112,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2113,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2114,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2115,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2116,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2117,1,1,5,2021-11-16 23:12:05,5.6,1207.0,4130.0
2118,1,1,5,2021-11-16 23:12:05,5.6,1209.0,4130.0
2119,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2120,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2121,1,1,5,2021-11-16 23:12:05,5.6,1208.0,4130.0
2122,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2123,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2124,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2125,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2126,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2127,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2128,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2129,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2130,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2131,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2132,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2133,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2134,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2135,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2136,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2137,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2138,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2139,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2140,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2141,1,1,5,2021-11-16 23:12:52,5.6,1207.0,4130.0
2142,1,1,5,2021-11-16 23:12:52,5.6,1208.0,4130.0
2143,1,1,5,2021-11-16 23:13:40,5.6,1208.0,4130.0
2144,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2145,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2146,1,1,5,2021-11-16 23:13:40,5.6,1208.0,4130.0
2147,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2148,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2149,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2150,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2151,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2152,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2153,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2154,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2155,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2156,1,1,5,2021-11-16 23:13:40,5.6,1206.0,4130.0
2157,1,1,5,2021-11-16 23:13:40,5.6,1208.0,4130.0
2158,1,1,5,2021-11-16 23:13:40,5.6,1208.0,4130.0
2159,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2160,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2161,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2162,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2163,1,1,5,2021-11-16 23:13:40,5.6,1207.0,4130.0
2164,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2165,1,1,5,2021-11-16 23:14:28,5.6,1206.0,4130.0
2166,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2167,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2168,1,1,5,2021-11-16 23:14:28,5.6,1206.0,4130.0
2169,1,1,5,2021-11-16 23:14:28,5.6,1208.0,4130.0
2170,1,1,5,2021-11-16 23:14:28,5.6,1208.0,4130.0
2171,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2172,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2173,1,1,5,2021-11-16 23:14:28,5.6,1208.0,4130.0
2174,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2175,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2176,1,1,5,2021-11-16 23:14:28,5.6,1208.0,4130.0
2177,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2178,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2179,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2180,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2181,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2182,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2183,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2184,1,1,5,2021-11-16 23:14:28,5.6,1207.0,4130.0
2185,1,1,5,2021-11-16 23:15:15,5.6,1206.0,4130.0
2186,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
2187,1,1,5,2021-11-16 23:15:15,5.6,1206.0,4130.0
2188,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
2189,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
2190,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
2191,1,1,5,2021-11-16 23:15:15,5.6,1206.0,4130.0
2192,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
2193,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
2194,1,1,5,2021-11-16 23:15:15,5.6,1207.0,4130.0
