,Cycle number,Profile number,Phase number,1st sample date,Pressure (dbar),C1 phase (°),C2 phase (°),Temperature (°C)
209,1,0,5,2022-06-23 19:04:28,0.2,37.365,6.721,20.186
210,1,0,5,2022-06-23 19:04:28,0.2,37.373,6.718,20.148
211,1,0,5,2022-06-23 19:07:48,0.2,37.379,6.717,20.082
212,1,0,5,2022-06-23 19:07:48,0.2,37.385,6.715,20.036
213,1,0,5,2022-06-23 19:07:48,0.2,37.407,6.713,19.873
214,1,0,5,2022-06-23 19:07:48,0.2,37.484,6.71,19.385
215,1,0,5,2022-06-23 19:07:48,0.2,37.562,6.709,19.012
216,1,0,5,2022-06-23 19:07:48,0.2,37.633,6.708,18.865
217,1,0,5,2022-06-23 19:07:48,0.2,37.23,6.709,18.595
218,1,0,5,2022-06-23 19:07:48,0.3,36.631,6.707,18.531
219,1,0,5,2022-06-23 19:07:48,0.2,36.195,6.703,18.482
220,1,0,5,2022-06-23 19:07:48,0.2,35.821,6.701,18.465
221,1,0,5,2022-06-23 19:11:08,0.2,35.566,6.699,18.46
222,1,0,5,2022-06-23 19:11:08,0.3,35.368,6.697,18.454
223,1,0,5,2022-06-23 19:11:08,0.3,35.242,6.695,18.454
224,1,0,5,2022-06-23 19:11:08,0.3,35.14,6.693,18.449
225,1,0,5,2022-06-23 19:11:08,0.3,35.047,6.693,18.442
226,1,0,5,2022-06-23 19:11:08,0.3,34.986,6.692,18.435
227,1,0,5,2022-06-23 19:11:08,0.3,34.949,6.69,18.427
228,1,0,5,2022-06-23 19:11:08,0.3,34.918,6.687,18.421
229,1,0,5,2022-06-23 19:11:08,0.3,34.869,6.687,18.409
230,1,0,5,2022-06-23 19:11:08,0.3,34.828,6.685,18.412
231,1,0,5,2022-06-23 19:14:28,0.3,34.799,6.684,18.394
232,1,0,5,2022-06-23 19:14:28,0.3,34.794,6.685,18.399
233,1,0,5,2022-06-23 19:14:28,0.3,34.783,6.682,18.388
234,1,0,5,2022-06-23 19:14:28,0.3,34.774,6.682,18.389
235,1,0,5,2022-06-23 19:14:28,0.4,34.772,6.68,18.384
236,1,0,5,2022-06-23 19:14:28,0.4,34.753,6.678,18.385
237,1,0,5,2022-06-23 19:14:28,0.4,34.746,6.676,18.387
238,1,0,5,2022-06-23 19:14:28,0.4,34.733,6.676,18.38
239,1,0,5,2022-06-23 19:14:28,0.4,34.72,6.676,18.364
240,1,0,5,2022-06-23 19:14:28,0.4,34.714,6.674,18.364
241,1,0,5,2022-06-23 19:17:48,0.4,34.708,6.674,18.344
242,1,0,5,2022-06-23 19:17:48,0.4,34.711,6.675,18.333
243,1,0,5,2022-06-23 19:17:48,0.4,34.699,6.673,18.338
244,1,0,5,2022-06-23 19:17:48,0.4,34.679,6.672,18.332
245,1,0,5,2022-06-23 19:17:48,0.4,34.677,6.672,18.325
246,1,0,5,2022-06-23 19:17:48,0.4,34.671,6.672,18.308
247,1,0,5,2022-06-23 19:17:48,0.4,34.661,6.67,18.306
248,1,0,5,2022-06-23 19:17:48,0.4,34.66,6.67,18.3
249,1,0,5,2022-06-23 19:17:48,0.5,34.678,6.666,18.194
250,1,0,5,2022-06-23 19:17:48,0.5,34.665,6.667,18.175
251,1,0,5,2022-06-23 19:21:08,0.5,34.656,6.665,18.222
252,1,0,5,2022-06-23 19:21:08,0.5,34.651,6.665,18.198
253,1,0,5,2022-06-23 19:21:08,0.5,34.637,6.666,18.216
254,1,0,5,2022-06-23 19:21:08,0.5,34.634,6.664,18.21
255,1,0,5,2022-06-23 19:21:08,0.5,34.633,6.664,18.207
256,1,0,5,2022-06-23 19:21:08,0.5,34.626,6.663,18.219
257,1,0,5,2022-06-23 19:21:08,0.5,34.625,6.663,18.218
258,1,0,5,2022-06-23 19:21:08,0.6,34.624,6.661,18.239
259,1,0,5,2022-06-23 19:21:08,0.6,34.628,6.661,18.239
260,1,0,5,2022-06-23 19:21:08,0.8,34.629,6.662,18.245
261,1,0,5,2022-06-23 19:24:28,0.9,34.623,6.66,18.245
262,1,0,5,2022-06-23 19:24:28,1.0,34.621,6.662,18.226
263,1,0,5,2022-06-23 19:24:28,1.2,34.62,6.658,18.246
264,1,0,5,2022-06-23 19:24:28,1.4,34.612,6.658,18.24
265,1,0,5,2022-06-23 19:24:28,1.5,34.596,6.658,18.236
266,1,0,5,2022-06-23 19:24:28,1.7,34.607,6.658,18.145
267,1,0,5,2022-06-23 19:24:28,2.1,34.612,6.659,18.006
268,1,0,5,2022-06-23 19:24:28,2.2,34.655,6.655,17.685
269,1,0,5,2022-06-23 19:24:28,2.4,34.742,6.652,16.863
270,1,0,5,2022-06-23 19:24:28,2.6,34.71,6.651,16.746
271,1,0,9,2022-06-23 19:31:29,2.8,34.884,6.706,15.829
272,1,0,9,2022-06-23 19:31:29,3.1,34.938,6.705,15.212
273,1,0,9,2022-06-23 19:31:29,3.1,35.085,6.702,14.506
280,1,0,9,2022-06-23 19:31:29,32.9,42.289,6.319,3.991
281,1,0,9,2022-06-23 19:33:10,32.9,42.479,6.3,3.977
282,1,0,9,2022-06-23 19:33:10,32.8,42.616,6.286,3.972
283,1,0,9,2022-06-23 19:33:10,32.8,42.73,6.275,3.968
284,1,0,9,2022-06-23 19:33:10,32.9,42.848,6.265,3.956
285,1,0,9,2022-06-23 19:33:10,32.9,42.956,6.257,3.955
286,1,0,9,2022-06-23 19:33:10,32.9,43.046,6.249,3.955
287,1,0,9,2022-06-23 19:33:10,32.9,43.118,6.242,3.955
288,1,0,9,2022-06-23 19:33:10,32.9,43.185,6.239,3.958
289,1,0,9,2022-06-23 19:33:10,32.9,43.233,6.23,3.959
290,1,0,9,2022-06-23 19:33:10,32.9,43.284,6.225,3.958
291,1,0,9,2022-06-23 19:34:50,32.8,43.329,6.222,3.959
292,1,0,9,2022-06-23 19:34:50,32.8,43.367,6.217,3.966
293,1,0,9,2022-06-23 19:34:50,32.8,43.394,6.209,3.968
294,1,0,9,2022-06-23 19:34:50,32.9,43.422,6.206,3.961
295,1,0,9,2022-06-23 19:34:50,32.9,43.448,6.2,3.965
296,1,0,9,2022-06-23 19:34:50,32.9,43.469,6.196,3.97
297,1,0,9,2022-06-23 19:34:50,32.8,43.481,6.195,3.978
298,1,0,9,2022-06-23 19:34:50,32.8,43.496,6.188,3.973
299,1,0,9,2022-06-23 19:34:50,32.9,43.508,6.188,3.979
300,1,0,9,2022-06-23 19:34:50,32.8,43.516,6.185,3.987
301,1,0,9,2022-06-23 19:36:30,32.8,43.524,6.18,3.982
302,1,0,9,2022-06-23 19:36:30,32.9,43.532,6.175,3.984
303,1,0,9,2022-06-23 19:36:30,32.8,43.532,6.175,3.992
304,1,0,9,2022-06-23 19:36:30,32.9,43.536,6.17,3.995
305,1,0,9,2022-06-23 19:36:30,32.8,43.538,6.169,3.991
306,1,0,9,2022-06-23 19:36:30,32.8,43.541,6.166,3.994
307,1,0,9,2022-06-23 19:36:30,32.8,43.54,6.162,4.0
308,1,0,9,2022-06-23 19:36:30,32.8,43.542,6.161,3.999
309,1,0,9,2022-06-23 19:36:30,32.8,43.544,6.158,3.996
310,1,0,9,2022-06-23 19:36:30,32.8,43.541,6.156,4.005
311,1,0,9,2022-06-23 19:38:10,32.8,43.54,6.154,4.008
312,1,0,9,2022-06-23 19:38:10,32.9,43.538,6.15,4.015
313,1,0,9,2022-06-23 19:38:10,32.7,43.536,6.148,4.012
314,1,0,9,2022-06-23 19:38:10,32.8,43.533,6.146,4.012
315,1,0,9,2022-06-23 19:38:10,32.8,43.529,6.147,4.017
316,1,0,9,2022-06-23 19:38:10,32.8,43.525,6.142,4.023
317,1,0,9,2022-06-23 19:38:10,32.9,43.523,6.141,4.015
318,1,0,9,2022-06-23 19:38:10,32.8,43.521,6.139,4.012
319,1,0,9,2022-06-23 19:38:10,32.7,43.516,6.137,4.017
320,1,0,9,2022-06-23 19:38:10,32.7,43.513,6.136,4.024
321,1,0,9,2022-06-23 19:39:50,32.8,43.514,6.134,4.018
322,1,0,9,2022-06-23 19:39:50,32.8,43.511,6.131,4.016
323,1,0,9,2022-06-23 19:39:50,32.8,43.508,6.131,4.02
324,1,0,9,2022-06-23 19:39:50,32.7,43.507,6.129,4.02
325,1,0,9,2022-06-23 19:39:50,32.8,43.507,6.127,4.018
326,1,0,9,2022-06-23 19:39:50,32.8,43.508,6.126,4.011
327,1,0,9,2022-06-23 19:39:50,32.8,43.507,6.124,4.012
328,1,0,9,2022-06-23 19:39:50,32.8,43.508,6.123,4.009
329,1,0,9,2022-06-23 19:39:50,32.7,43.512,6.121,4.007
330,1,0,9,2022-06-23 19:39:50,32.7,43.516,6.121,4.01
331,1,0,9,2022-06-23 19:41:30,32.7,43.519,6.12,4.005
332,1,0,9,2022-06-23 19:41:30,32.8,43.523,6.117,4.0
333,1,0,9,2022-06-23 19:41:30,32.8,43.527,6.115,4.001
334,1,0,9,2022-06-23 19:41:30,32.8,43.53,6.114,4.005
335,1,0,9,2022-06-23 19:41:30,32.8,43.534,6.113,3.999
336,1,0,9,2022-06-23 19:41:30,32.8,43.538,6.111,3.994
337,1,0,9,2022-06-23 19:41:30,32.8,43.543,6.109,3.993
338,1,0,9,2022-06-23 19:41:30,32.8,43.546,6.108,3.996
339,1,0,9,2022-06-23 19:41:30,32.8,43.551,6.107,3.991
340,1,0,9,2022-06-23 19:41:30,32.8,43.558,6.106,3.988
341,1,0,9,2022-06-23 19:43:10,32.8,43.562,6.105,3.991
342,1,0,9,2022-06-23 19:43:10,32.8,43.565,6.103,3.997
343,1,0,9,2022-06-23 19:43:10,32.8,43.569,6.102,3.993
344,1,0,9,2022-06-23 19:43:10,32.8,43.573,6.1,3.992
345,1,0,9,2022-06-23 19:43:10,32.8,43.573,6.1,3.993
346,1,0,9,2022-06-23 19:43:10,32.8,43.575,6.099,3.997
347,1,0,9,2022-06-23 19:43:10,32.8,43.578,6.098,4.0
348,1,0,9,2022-06-23 19:43:10,32.7,43.58,6.096,3.999
349,1,0,9,2022-06-23 19:43:10,32.8,43.578,6.094,3.999
350,1,0,9,2022-06-23 19:43:10,32.7,43.579,6.094,4.002
351,1,0,9,2022-06-23 19:44:50,32.7,43.579,6.092,4.001
352,1,0,9,2022-06-23 19:44:50,32.7,43.58,6.091,4.0
353,1,0,9,2022-06-23 19:44:50,32.7,43.578,6.09,4.004
354,1,0,9,2022-06-23 19:44:50,32.8,43.575,6.09,4.011
355,1,0,9,2022-06-23 19:44:50,32.8,43.574,6.087,4.004
356,1,0,9,2022-06-23 19:44:50,32.8,43.575,6.087,4.008
357,1,0,9,2022-06-23 19:44:50,32.7,43.57,6.086,4.011
358,1,0,9,2022-06-23 19:44:50,32.7,43.567,6.086,4.01
359,1,0,9,2022-06-23 19:44:50,32.8,43.564,6.084,4.008
360,1,0,9,2022-06-23 19:44:50,32.8,43.563,6.084,4.012
361,1,0,9,2022-06-23 19:46:30,32.7,43.562,6.083,4.012
362,1,0,9,2022-06-23 19:46:30,32.7,43.561,6.082,4.009
363,1,0,9,2022-06-23 19:46:30,32.7,43.558,6.081,4.011
364,1,0,9,2022-06-23 19:46:30,32.8,43.557,6.081,4.013
365,1,0,9,2022-06-23 19:46:30,32.7,43.556,6.079,4.012
366,1,0,9,2022-06-23 19:46:30,32.7,43.554,6.078,4.016
367,1,0,9,2022-06-23 19:46:30,32.7,43.554,6.077,4.009
368,1,0,9,2022-06-23 19:46:30,32.8,43.553,6.076,4.007
369,1,0,9,2022-06-23 19:46:30,32.7,43.55,6.075,4.01
370,1,0,9,2022-06-23 19:46:30,32.7,43.551,6.073,4.012
371,1,0,9,2022-06-23 19:48:10,32.8,43.552,6.073,4.008
372,1,0,9,2022-06-23 19:48:10,32.8,43.551,6.072,4.007
373,1,0,9,2022-06-23 19:48:10,32.7,43.552,6.072,4.008
374,1,0,9,2022-06-23 19:48:10,32.8,43.551,6.071,4.013
375,1,0,9,2022-06-23 19:48:10,32.7,43.552,6.069,4.01
376,1,0,9,2022-06-23 19:48:10,32.7,43.554,6.07,4.007
377,1,0,9,2022-06-23 19:48:10,32.8,43.553,6.069,4.008
378,1,0,9,2022-06-23 19:48:10,32.7,43.551,6.069,4.01
379,1,0,9,2022-06-23 19:48:10,32.8,43.552,6.065,4.01
380,1,0,9,2022-06-23 19:48:10,32.7,43.552,6.067,4.009
381,1,0,9,2022-06-23 19:49:50,32.8,43.553,6.065,4.006
382,1,0,9,2022-06-23 19:49:50,32.7,43.553,6.064,4.009
383,1,0,9,2022-06-23 19:49:50,32.7,43.551,6.062,4.013
384,1,0,9,2022-06-23 19:49:50,32.6,43.551,6.064,4.014
385,1,0,9,2022-06-23 19:49:50,32.7,43.55,6.063,4.012
386,1,0,9,2022-06-23 19:49:50,32.7,43.55,6.06,4.01
387,1,0,9,2022-06-23 19:49:50,32.8,43.548,6.062,4.011
388,1,0,9,2022-06-23 19:49:50,32.7,43.547,6.059,4.013
389,1,0,9,2022-06-23 19:49:50,32.7,43.548,6.06,4.009
390,1,0,9,2022-06-23 19:49:50,32.7,43.548,6.059,4.007
391,1,0,9,2022-06-23 19:51:30,32.7,43.547,6.059,4.009
392,1,0,9,2022-06-23 19:51:30,32.7,43.545,6.057,4.012
393,1,0,9,2022-06-23 19:51:30,32.6,43.548,6.056,4.014
394,1,0,9,2022-06-23 19:51:30,32.7,43.548,6.055,4.018
395,1,0,9,2022-06-23 19:51:30,32.6,43.544,6.055,4.017
396,1,0,9,2022-06-23 19:51:30,32.6,43.539,6.055,4.019
397,1,0,9,2022-06-23 19:51:30,32.7,43.539,6.054,4.022
398,1,0,9,2022-06-23 19:51:30,32.5,43.534,6.054,4.034
399,1,0,9,2022-06-23 19:51:30,32.7,43.531,6.051,4.024
400,1,0,9,2022-06-23 19:51:30,32.6,43.527,6.053,4.025
401,1,0,9,2022-06-23 19:53:10,32.6,43.523,6.052,4.039
402,1,0,9,2022-06-23 19:53:10,32.7,43.509,6.051,4.048
403,1,0,9,2022-06-23 19:53:10,32.6,43.506,6.051,4.034
404,1,0,9,2022-06-23 19:53:10,32.5,43.503,6.048,4.034
405,1,0,9,2022-06-23 19:53:10,32.7,43.497,6.049,4.041
406,1,0,9,2022-06-23 19:53:10,32.6,43.492,6.049,4.041
407,1,0,9,2022-06-23 19:53:10,32.5,43.491,6.048,4.039
408,1,0,9,2022-06-23 19:53:10,32.6,43.485,6.048,4.052
409,1,0,9,2022-06-23 19:53:10,32.6,43.482,6.046,4.048
410,1,0,9,2022-06-23 19:53:10,32.5,43.476,6.044,4.045
411,1,0,9,2022-06-23 19:54:50,32.5,43.468,6.044,4.058
412,1,0,9,2022-06-23 19:54:50,32.6,43.453,6.043,4.066
413,1,0,9,2022-06-23 19:54:50,32.5,43.448,6.045,4.052
414,1,0,9,2022-06-23 19:54:50,32.5,43.442,6.044,4.061
415,1,0,9,2022-06-23 19:54:50,32.6,43.437,6.043,4.063
416,1,0,9,2022-06-23 19:54:50,32.6,43.432,6.04,4.05
417,1,0,9,2022-06-23 19:54:50,32.5,43.423,6.042,4.055
418,1,0,9,2022-06-23 19:54:50,32.6,43.412,6.041,4.068
419,1,0,9,2022-06-23 19:54:50,32.6,43.4,6.04,4.057
420,1,0,9,2022-06-23 19:54:50,32.5,43.398,6.041,4.059
421,1,0,9,2022-06-23 19:56:30,32.6,43.395,6.04,4.059
422,1,0,9,2022-06-23 19:56:30,32.6,43.396,6.039,4.056
423,1,0,9,2022-06-23 19:56:30,32.5,43.39,6.039,4.06
424,1,0,9,2022-06-23 19:56:30,32.5,43.38,6.036,4.07
425,1,0,9,2022-06-23 19:56:30,32.6,43.376,6.036,4.063
426,1,0,9,2022-06-23 19:56:30,32.6,43.374,6.035,4.07
427,1,0,9,2022-06-23 19:56:30,32.5,43.375,6.036,4.061
428,1,0,9,2022-06-23 19:56:30,32.6,43.375,6.035,4.055
429,1,0,9,2022-06-23 19:56:30,32.6,43.37,6.034,4.07
430,1,0,9,2022-06-23 19:56:30,32.6,43.354,6.033,4.088
431,1,0,9,2022-06-23 19:58:10,32.5,43.345,6.033,4.067
432,1,0,9,2022-06-23 19:58:10,32.5,43.347,6.032,4.062
433,1,0,9,2022-06-23 19:58:10,32.5,43.348,6.031,4.067
434,1,0,9,2022-06-23 19:58:10,32.6,43.345,6.031,4.068
435,1,0,9,2022-06-23 19:58:10,32.6,43.348,6.03,4.063
436,1,0,9,2022-06-23 19:58:10,32.6,43.346,6.03,4.063
437,1,0,9,2022-06-23 19:58:10,32.5,43.341,6.031,4.072
438,1,0,9,2022-06-23 19:58:10,32.5,43.343,6.029,4.067
439,1,0,9,2022-06-23 19:58:10,32.5,43.346,6.028,4.062
440,1,0,9,2022-06-23 19:58:10,32.5,43.343,6.028,4.072
441,1,0,9,2022-06-23 19:59:50,32.6,43.334,6.027,4.073
442,1,0,9,2022-06-23 19:59:50,32.6,43.331,6.028,4.065
443,1,0,9,2022-06-23 19:59:50,32.5,43.334,6.027,4.069
444,1,0,9,2022-06-23 19:59:50,32.5,43.335,6.027,4.073
445,1,0,9,2022-06-23 19:59:50,32.5,43.34,6.025,4.066
446,1,0,9,2022-06-23 19:59:50,32.5,43.341,6.025,4.067
447,1,0,9,2022-06-23 19:59:50,32.5,43.342,6.025,4.069
448,1,0,9,2022-06-23 19:59:50,32.6,43.344,6.025,4.076
449,1,0,9,2022-06-23 19:59:50,32.6,43.347,6.024,4.072
450,1,0,9,2022-06-23 19:59:50,32.5,43.35,6.024,4.069
451,1,0,9,2022-06-23 20:01:30,32.5,43.352,6.023,4.073
452,1,0,9,2022-06-23 20:01:30,32.5,43.352,6.023,4.078
453,1,0,9,2022-06-23 20:01:30,32.5,43.351,6.022,4.075
454,1,0,9,2022-06-23 20:01:30,32.5,43.353,6.021,4.075
455,1,0,9,2022-06-23 20:01:30,32.5,43.356,6.021,4.086
456,1,0,9,2022-06-23 20:01:30,32.6,43.358,6.021,4.077
457,1,0,9,2022-06-23 20:01:30,32.6,43.362,6.02,4.072
458,1,0,9,2022-06-23 20:01:30,32.5,43.362,6.02,4.078
459,1,0,9,2022-06-23 20:01:30,32.4,43.352,6.019,4.095
460,1,0,9,2022-06-23 20:01:30,31.8,43.346,6.019,4.09
461,1,0,9,2022-06-23 20:03:10,30.6,43.337,6.021,4.143
462,1,0,9,2022-06-23 20:03:10,29.1,43.268,6.02,4.376
463,1,0,9,2022-06-23 20:03:10,27.6,43.206,6.021,4.522
464,1,0,9,2022-06-23 20:03:10,26.0,43.051,6.023,4.835
465,1,0,9,2022-06-23 20:03:10,24.4,42.871,6.025,5.12
466,1,0,9,2022-06-23 20:03:10,22.6,42.672,6.029,5.313
467,1,0,9,2022-06-23 20:03:10,20.6,42.393,6.03,5.739
468,1,0,9,2022-06-23 20:03:10,18.9,42.093,6.037,6.229
469,1,0,9,2022-06-23 20:03:10,17.2,41.806,6.046,6.547
470,1,0,9,2022-06-23 20:03:10,15.7,41.539,6.057,6.952
471,1,0,9,2022-06-23 20:04:50,14.5,41.278,6.071,7.489
472,1,0,9,2022-06-23 20:04:50,13.4,41.059,6.084,7.807
473,1,0,9,2022-06-23 20:04:50,12.6,40.878,6.105,8.028
474,1,0,9,2022-06-23 20:04:50,11.6,40.644,6.119,8.543
475,1,0,9,2022-06-23 20:04:50,10.4,40.383,6.137,9.163
476,1,0,9,2022-06-23 20:04:50,9.0,40.025,6.156,9.887
477,1,0,9,2022-06-23 20:04:50,7.7,39.629,6.179,10.465
478,1,0,9,2022-06-23 20:04:50,6.6,39.082,6.202,11.276
479,1,0,9,2022-06-23 20:04:50,5.6,38.553,6.23,11.641
480,1,0,9,2022-06-23 20:04:50,4.9,38.076,6.255,11.985
481,1,0,9,2022-06-23 20:06:47,4.4,37.558,6.278,12.203
482,1,0,9,2022-06-23 20:06:47,4.1,37.028,6.306,12.647
483,1,0,9,2022-06-23 20:06:47,3.9,36.565,6.331,12.769
484,1,0,9,2022-06-23 20:06:47,3.7,36.218,6.35,12.901
485,1,0,9,2022-06-23 20:06:47,3.5,35.9,6.367,13.004
486,1,0,9,2022-06-23 20:06:47,3.3,35.659,6.382,13.08
487,1,0,9,2022-06-23 20:06:47,2.9,35.452,6.457,13.379
488,1,0,9,2022-06-23 20:06:47,2.8,35.334,6.484,13.528
489,1,0,9,2022-06-23 20:06:47,2.5,35.032,6.483,13.791
490,1,0,9,2022-06-23 20:06:47,2.5,34.811,6.489,13.935
491,1,0,9,2022-06-23 20:10:07,2.3,34.661,6.494,14.019
492,1,0,9,2022-06-23 20:10:07,2.3,34.508,6.502,14.358
493,1,0,9,2022-06-23 20:10:07,2.0,34.33,6.512,15.266
494,1,0,9,2022-06-23 20:10:07,1.7,34.188,6.524,16.222
495,1,0,9,2022-06-23 20:10:07,1.4,33.951,6.492,17.507
496,1,0,9,2022-06-23 20:10:07,1.1,34.029,6.527,17.694
497,1,0,9,2022-06-23 20:10:07,1.1,34.102,6.557,17.795
498,1,0,9,2022-06-23 20:10:07,1.1,34.15,6.58,17.862
499,1,0,9,2022-06-23 20:10:07,1.1,34.203,6.596,17.86
500,1,0,9,2022-06-23 20:10:07,1.0,34.25,6.608,17.852
501,1,0,9,2022-06-23 20:13:27,1.0,34.254,6.615,17.955
502,1,0,9,2022-06-23 20:13:27,1.0,34.27,6.62,17.983
503,1,0,9,2022-06-23 20:13:27,0.9,34.286,6.624,17.922
504,1,0,9,2022-06-23 20:13:27,0.9,34.307,6.628,17.809
505,1,0,9,2022-06-23 20:13:27,0.9,34.302,6.629,17.864
506,1,0,9,2022-06-23 20:13:27,0.9,34.287,6.629,17.928
507,1,0,9,2022-06-23 20:13:27,0.7,34.287,6.631,17.951
508,1,0,9,2022-06-23 20:13:27,0.4,34.279,6.628,17.973
509,1,0,9,2022-06-23 20:13:27,0.2,34.28,6.631,17.996
510,1,0,9,2022-06-23 20:13:27,0.2,34.294,6.629,17.995
511,1,1,5,2022-06-24 11:41:59,0.2,34.306,6.629,18.006
512,1,1,5,2022-06-24 11:41:59,0.1,34.317,6.631,18.016
513,1,1,5,2022-06-24 11:41:59,0.1,34.323,6.631,18.023
514,1,1,5,2022-06-24 11:41:59,0.1,34.323,6.631,18.02
583,1,1,5,2022-06-24 11:41:59,0.1,37.852,6.579,17.764
585,1,1,5,2022-06-24 11:41:59,0.1,37.85,6.578,17.771
586,1,1,5,2022-06-24 11:41:59,0.1,37.849,6.579,17.764
587,1,1,5,2022-06-24 11:41:59,0.1,37.849,6.577,17.769
588,1,1,5,2022-06-24 11:41:59,0.1,37.849,6.579,17.768
589,1,1,5,2022-06-24 11:41:59,0.1,37.848,6.578,17.77
590,1,1,5,2022-06-24 11:41:59,0.1,37.849,6.58,17.766
591,1,1,5,2022-06-24 11:45:19,0.1,37.849,6.578,17.766
592,1,1,5,2022-06-24 11:45:19,0.1,37.846,6.578,17.77
593,1,1,5,2022-06-24 11:45:19,0.1,37.847,6.578,17.77
594,1,1,5,2022-06-24 11:45:19,0.1,37.847,6.576,17.772
595,1,1,5,2022-06-24 11:45:19,0.1,37.847,6.578,17.767
596,1,1,5,2022-06-24 11:45:19,0.1,37.848,6.577,17.771
597,1,1,5,2022-06-24 11:45:19,0.1,37.848,6.578,17.77
598,1,1,5,2022-06-24 11:45:19,0.1,37.848,6.578,17.769
599,1,1,5,2022-06-24 11:45:19,0.1,37.846,6.576,17.769
600,1,1,5,2022-06-24 11:45:19,0.1,37.845,6.577,17.77
601,1,1,5,2022-06-24 11:48:39,0.1,37.846,6.578,17.772
602,1,1,5,2022-06-24 11:48:39,0.1,37.846,6.577,17.765
603,1,1,5,2022-06-24 11:48:39,0.2,37.844,6.577,17.765
604,1,1,5,2022-06-24 11:48:39,0.2,37.847,6.576,17.765
605,1,1,5,2022-06-24 11:48:39,0.2,37.848,6.577,17.768
606,1,1,5,2022-06-24 11:48:39,0.2,37.846,6.575,17.766
607,1,1,5,2022-06-24 11:48:39,0.2,37.846,6.575,17.767
608,1,1,5,2022-06-24 11:48:39,0.2,37.846,6.574,17.767
609,1,1,5,2022-06-24 11:48:39,0.2,37.846,6.576,17.762
610,1,1,5,2022-06-24 11:48:39,0.2,37.849,6.574,17.762
611,1,1,5,2022-06-24 11:51:59,0.2,37.847,6.573,17.76
612,1,1,5,2022-06-24 11:51:59,0.2,37.848,6.574,17.757
613,1,1,5,2022-06-24 11:51:59,0.2,37.85,6.573,17.751
614,1,1,5,2022-06-24 11:51:59,0.2,37.852,6.573,17.743
615,1,1,5,2022-06-24 11:51:59,0.2,37.852,6.573,17.739
616,1,1,5,2022-06-24 11:51:59,0.2,37.852,6.572,17.732
617,1,1,5,2022-06-24 11:51:59,0.2,37.853,6.572,17.726
618,1,1,5,2022-06-24 11:51:59,0.2,37.857,6.573,17.72
619,1,1,5,2022-06-24 11:51:59,0.2,37.857,6.572,17.711
620,1,1,5,2022-06-24 11:51:59,0.2,37.859,6.571,17.705
621,1,1,5,2022-06-24 11:55:19,0.2,37.861,6.57,17.699
622,1,1,5,2022-06-24 11:55:19,0.2,37.861,6.571,17.69
623,1,1,5,2022-06-24 11:55:19,0.2,37.864,6.57,17.679
624,1,1,5,2022-06-24 11:55:19,0.3,37.866,6.569,17.666
625,1,1,5,2022-06-24 11:55:19,0.2,37.869,6.569,17.648
626,1,1,5,2022-06-24 11:55:19,0.3,37.873,6.567,17.623
627,1,1,5,2022-06-24 11:55:19,0.2,37.879,6.567,17.586
628,1,1,5,2022-06-24 11:55:19,0.3,37.885,6.569,17.546
629,1,1,5,2022-06-24 11:55:19,0.3,37.902,6.565,17.347
630,1,1,5,2022-06-24 11:55:19,0.3,37.837,6.562,17.312
631,1,1,5,2022-06-24 11:58:39,0.3,37.534,6.563,17.254
632,1,1,5,2022-06-24 11:58:39,0.3,37.197,6.559,17.208
