;"Cycle number";"Cycle day (day)";"Cycle hour (minute)";"Type (0:Ev 1:Pump)";"Hour (minute)";"Pressure (dbar)";"Activation delay (cs)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;21;196;331;0;145;237;6
;;;;0;175;259;58
;;;;0;285;504;30
;;;;0;400;695;17
;;;;0;495;816;11
;;;;0;545;892;7
;;;;0;625;960;5
;;;;0;13637;1009;5
;;;;0;13692;1066;35
;;;;0;13847;1382;26
;;;;0;13977;1658;13
;;;;0;14047;1797;8
;;;;0;14107;1895;5;;
;21;196;331;1;14303;1985;720
;;;;1;14305;1978;720
;;;;1;14337;1809;720
;;;;1;14371;1624;720
;;;;1;14415;1382;720
;;;;1;14463;1116;720
;;;;1;14499;906;720
;;;;1;14538;690;720
;;;;1;14594;369;720
;;;;1;14628;174;720
;;;;1;14644;80;720
;;;;1;14672;1;24000
;;;;0;0;0;0;;
