;"Cycle number";"Cycle day (day)";"Cycle hour (minute)";"Type (0:Ev 1:Pump)";"Hour (minute)";"Pressure (dbar)";"Activation delay (cs)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13;114;812;0;41;6;37
;;;;0;46;6;75
;;;;0;51;5;151
;;;;0;61;4;303
;;;;0;66;0;478
;;;;0;71;1;42
;;;;0;96;47;9
;;;;0;101;44;19
;;;;0;106;43;39
;;;;0;116;45;211
;;;;0;166;124;107
;;;;0;321;415;32
;;;;0;406;584;27;;
;13;114;812;0;501;749;16
;;;;0;591;883;5
;;;;0;631;927;5
;;;;0;13636;985;5
;;;;0;13706;1038;35
;;;;0;13861;1351;27
;;;;0;13976;1629;14
;;;;0;14081;1797;7
;;;;0;14161;1882;5
;;;;0;14206;1956;5
;;;;1;14295;2026;720
;;;;1;14297;2021;720
;;;;1;14315;1929;720;;
;13;114;812;1;14368;1638;720
;;;;1;14414;1377;720
;;;;1;14452;1162;720
;;;;1;14480;1010;720
;;;;1;14532;717;720
;;;;1;14576;473;720
;;;;1;14622;208;720
;;;;1;14650;45;720
;;;;1;14652;38;720
;;;;1;14674;1;24000
;;;;0;0;0;0
;;;;0;0;0;0
;;;;0;0;0;0;;
